scenario_id,query_id,query_type,repeat_index,same_retrieved_ids,same_scores,same_recall,same_valid_recall,same_stale_rate,same_all,core_retrieved_ids,dual_retrieved_ids,core_eligible_memory_count,dual_eligible_memory_count,dual_source_view,dual_selection_policy
S127_weekday_weekend_alarm,S127_weekday_weekend_alarm_Q_CURRENT,CURRENT,0,True,True,True,True,True,True,"[""S127_weekday_weekend_alarm_M4"", ""S127_weekday_weekend_alarm_M1"", ""S127_weekday_weekend_alarm_M2""]","[""S127_weekday_weekend_alarm_M4"", ""S127_weekday_weekend_alarm_M1"", ""S127_weekday_weekend_alarm_M2""]",,6,current_and_history,current_and_history_no_router
S127_weekday_weekend_alarm,S127_weekday_weekend_alarm_Q_HISTORICAL,HISTORICAL,0,True,True,True,True,True,True,"[""S127_weekday_weekend_alarm_M4"", ""S127_weekday_weekend_alarm_M3"", ""S127_weekday_weekend_alarm_M2""]","[""S127_weekday_weekend_alarm_M4"", ""S127_weekday_weekend_alarm_M3"", ""S127_weekday_weekend_alarm_M2""]",,6,current_and_history,current_and_history_no_router
S128_air_quality_exercise,S128_air_quality_exercise_Q_CHANGE,CHANGE,0,True,True,True,True,True,True,"[""S128_air_quality_exercise_M4"", ""S128_air_quality_exercise_M6"", ""S128_air_quality_exercise_M1""]","[""S128_air_quality_exercise_M4"", ""S128_air_quality_exercise_M6"", ""S128_air_quality_exercise_M1""]",,6,current_and_history,current_and_history_no_router
S128_air_quality_exercise,S128_air_quality_exercise_Q_CURRENT,CURRENT,0,True,True,True,True,True,True,"[""S128_air_quality_exercise_M4"", ""S128_air_quality_exercise_M6"", ""S128_air_quality_exercise_M1""]","[""S128_air_quality_exercise_M4"", ""S128_air_quality_exercise_M6"", ""S128_air_quality_exercise_M1""]",,6,current_and_history,current_and_history_no_router
S128_air_quality_exercise,S128_air_quality_exercise_Q_HISTORICAL,HISTORICAL,0,True,True,True,True,True,True,"[""S128_air_quality_exercise_M4"", ""S128_air_quality_exercise_M2"", ""S128_air_quality_exercise_M3""]","[""S128_air_quality_exercise_M4"", ""S128_air_quality_exercise_M2"", ""S128_air_quality_exercise_M3""]",,6,current_and_history,current_and_history_no_router
S129_dentist_unknown,S129_dentist_unknown_Q_CHANGE,CHANGE,0,True,True,True,True,True,True,"[""S129_dentist_unknown_M5"", ""S129_dentist_unknown_M2"", ""S129_dentist_unknown_M1""]","[""S129_dentist_unknown_M5"", ""S129_dentist_unknown_M2"", ""S129_dentist_unknown_M1""]",,6,current_and_history,current_and_history_no_router
S129_dentist_unknown,S129_dentist_unknown_Q_CURRENT,CURRENT,0,True,True,True,True,True,True,"[""S129_dentist_unknown_M5"", ""S129_dentist_unknown_M2"", ""S129_dentist_unknown_M1""]","[""S129_dentist_unknown_M5"", ""S129_dentist_unknown_M2"", ""S129_dentist_unknown_M1""]",,6,current_and_history,current_and_history_no_router
S129_dentist_unknown,S129_dentist_unknown_Q_HISTORICAL,HISTORICAL,0,True,True,True,True,True,True,"[""S129_dentist_unknown_M2"", ""S129_dentist_unknown_M5"", ""S129_dentist_unknown_M1""]","[""S129_dentist_unknown_M2"", ""S129_dentist_unknown_M5"", ""S129_dentist_unknown_M1""]",,6,current_and_history,current_and_history_no_router
S130_delivery_address_unknown,S130_delivery_address_unknown_Q_CHANGE,CHANGE,0,True,True,True,True,True,True,"[""S130_delivery_address_unknown_M2"", ""S130_delivery_address_unknown_M6"", ""S130_delivery_address_unknown_M5""]","[""S130_delivery_address_unknown_M2"", ""S130_delivery_address_unknown_M6"", ""S130_delivery_address_unknown_M5""]",,6,current_and_history,current_and_history_no_router
S130_delivery_address_unknown,S130_delivery_address_unknown_Q_CURRENT,CURRENT,0,True,True,True,True,True,True,"[""S130_delivery_address_unknown_M2"", ""S130_delivery_address_unknown_M6"", ""S130_delivery_address_unknown_M5""]","[""S130_delivery_address_unknown_M2"", ""S130_delivery_address_unknown_M6"", ""S130_delivery_address_unknown_M5""]",,6,current_and_history,current_and_history_no_router
S130_delivery_address_unknown,S130_delivery_address_unknown_Q_HISTORICAL,HISTORICAL,0,True,True,True,True,True,True,"[""S130_delivery_address_unknown_M2"", ""S130_delivery_address_unknown_M6"", ""S130_delivery_address_unknown_M5""]","[""S130_delivery_address_unknown_M2"", ""S130_delivery_address_unknown_M6"", ""S130_delivery_address_unknown_M5""]",,6,current_and_history,current_and_history_no_router
S131_meeting_day_unknown,S131_meeting_day_unknown_Q_CHANGE,CHANGE,0,True,True,True,True,True,True,"[""S131_meeting_day_unknown_M6"", ""S131_meeting_day_unknown_M2"", ""S131_meeting_day_unknown_M5""]","[""S131_meeting_day_unknown_M6"", ""S131_meeting_day_unknown_M2"", ""S131_meeting_day_unknown_M5""]",,6,current_and_history,current_and_history_no_router
S131_meeting_day_unknown,S131_meeting_day_unknown_Q_CURRENT,CURRENT,0,True,True,True,True,True,True,"[""S131_meeting_day_unknown_M6"", ""S131_meeting_day_unknown_M2"", ""S131_meeting_day_unknown_M5""]","[""S131_meeting_day_unknown_M6"", ""S131_meeting_day_unknown_M2"", ""S131_meeting_day_unknown_M5""]",,6,current_and_history,current_and_history_no_router
S131_meeting_day_unknown,S131_meeting_day_unknown_Q_HISTORICAL,HISTORICAL,0,True,True,True,True,True,True,"[""S131_meeting_day_unknown_M2"", ""S131_meeting_day_unknown_M6"", ""S131_meeting_day_unknown_M5""]","[""S131_meeting_day_unknown_M2"", ""S131_meeting_day_unknown_M6"", ""S131_meeting_day_unknown_M5""]",,6,current_and_history,current_and_history_no_router
S132_medication_dosage_unknown,S132_medication_dosage_unknown_Q_CHANGE,CHANGE,0,True,True,True,True,True,True,"[""S132_medication_dosage_unknown_M2"", ""S132_medication_dosage_unknown_M5"", ""S132_medication_dosage_unknown_M3""]","[""S132_medication_dosage_unknown_M2"", ""S132_medication_dosage_unknown_M5"", ""S132_medication_dosage_unknown_M3""]",,6,current_and_history,current_and_history_no_router
S132_medication_dosage_unknown,S132_medication_dosage_unknown_Q_CURRENT,CURRENT,0,True,True,True,True,True,True,"[""S132_medication_dosage_unknown_M5"", ""S132_medication_dosage_unknown_M2"", ""S132_medication_dosage_unknown_M3""]","[""S132_medication_dosage_unknown_M5"", ""S132_medication_dosage_unknown_M2"", ""S132_medication_dosage_unknown_M3""]",,6,current_and_history,current_and_history_no_router
S132_medication_dosage_unknown,S132_medication_dosage_unknown_Q_HISTORICAL,HISTORICAL,0,True,True,True,True,True,True,"[""S132_medication_dosage_unknown_M2"", ""S132_medication_dosage_unknown_M5"", ""S132_medication_dosage_unknown_M1""]","[""S132_medication_dosage_unknown_M2"", ""S132_medication_dosage_unknown_M5"", ""S132_medication_dosage_unknown_M1""]",,6,current_and_history,current_and_history_no_router
